name,cmc,oracle_text,power,toughness,keywords,set,set_name,points
Rust-Shield Rampager,4,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
This creature can't be blocked by creatures with power 2 or less.",4,4,['Offspring'],blb,Bloomburrow,13
Brambleguard Captain,4,"At the beginning of combat on your turn, target creature you control gets +X/+0 until end of turn, where X is this creature's power.",2,3,[],blb,Bloomburrow,6
Head of the Homestead,5,"When this creature enters, create two 1/1 white Rabbit creature tokens.",3,2,[],blb,Bloomburrow,10
"Alania, Divergent Storm",5,"Whenever you cast a spell, if it's the first instant spell, the first sorcery spell, or the first Otter spell other than Alania you've cast this turn, you may have target opponent draw a card. If you do, copy that spell. You may choose new targets for the copy.",3,5,[],blb,Bloomburrow,10
Driftgloom Coyote,5,"When this creature enters, exile target creature an opponent controls until this creature leaves the battlefield. If that creature had power 2 or less, put a +1/+1 counter on this creature.",3,4,[],blb,Bloomburrow,9
Skyskipper Duo,5,"Flying
When this creature enters, exile up to one other target creature you control. Return it to the battlefield under its owner's control at the beginning of the next end step.",3,3,['Flying'],blb,Bloomburrow,8
Junkblade Bruiser,5,"Trample
Whenever you expend 4, this creature gets +2/+1 until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",4,5,['Trample'],blb,Bloomburrow,12
"Ygra, Eater of All",5,"Ward—Sacrifice a Food.
Other creatures are Food artifacts in addition to their other types and have ""{2}, {T}, Sacrifice this permanent: You gain 3 life.""
Whenever a Food is put into a graveyard from the battlefield, put two +1/+1 counters on Ygra.",6,6,['Ward'],blb,Bloomburrow,19
Quaketusk Boar,5,"Reach, trample, haste",5,5,"['Reach', 'Haste', 'Trample']",blb,Bloomburrow,16
Serra Redeemer,5,"Flying
Whenever another creature you control with power 2 or less enters, put two +1/+1 counters on that creature.",2,4,['Flying'],blb,Bloomburrow,9
Hivespine Wolverine,5,"When this creature enters, choose one —
• Put a +1/+1 counter on target creature you control.
• This creature fights target creature token.
• Destroy target artifact or enchantment.",5,4,['Fight'],blb,Bloomburrow,16
Fecund Greenshell,5,"Reach
As long as you control ten or more lands, creatures you control get +2/+2.
Whenever this creature or another creature you control with toughness greater than its power enters, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. Otherwise, put it into your hand.",4,6,['Reach'],blb,Bloomburrow,16
Glidedive Duo,5,"Flying
When this creature enters, each opponent loses 2 life and you gain 2 life.",3,3,['Flying'],blb,Bloomburrow,10
"Kastral, the Windcrested",5,"Flying
Whenever one or more Birds you control deal combat damage to a player, choose one —
• You may put a Bird creature card from your hand or graveyard onto the battlefield with a finality counter on it.
• Put a +1/+1 counter on each Bird you control.
• Draw a card.",4,5,['Flying'],blb,Bloomburrow,15
Pileated Provisioner,5,"Flying
When this creature enters, put a +1/+1 counter on target creature you control without flying.",3,4,['Flying'],blb,Bloomburrow,10
"Dragonhawk, Fate's Tempest",5,"Flying
Whenever Dragonhawk enters or attacks, exile the top X cards of your library, where X is the number of creatures you control with power 4 or greater. You may play those cards until your next end step. At the beginning of your next end step, Dragonhawk deals 2 damage to each opponent for each of those cards that are still exiled.",5,5,['Flying'],blb,Bloomburrow,17
Reptilian Recruiter,5,"Trample
When this creature enters, choose target creature. If that creature's power is 2 or less or if you control another Lizard, gain control of that creature until end of turn, untap it, and it gains haste until end of turn.",4,2,['Trample'],blb,Bloomburrow,10
Starseer Mentor,5,"Flying, vigilance
At the beginning of your end step, if you gained or lost life this turn, target opponent loses 3 life unless they sacrifice a nonland permanent of their choice or discard a card.",3,5,"['Flying', 'Vigilance']",blb,Bloomburrow,12
Knightfisher,5,"Flying
Whenever another nontoken Bird you control enters, create a 1/1 blue Fish creature token.",4,5,['Flying'],blb,Bloomburrow,14
"Maha, Its Feathers Night",5,"Flying, trample
Ward—Discard a card.
Creatures your opponents control have base toughness 1.",6,5,"['Flying', 'Trample', 'Ward']",blb,Bloomburrow,18
Daring Waverider,6,"When this creature enters, you may cast target instant or sorcery card with mana value 4 or less from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",4,4,[],blb,Bloomburrow,11
"Lumra, Bellow of the Woods",6,"Vigilance, reach
Lumra's power and toughness are each equal to the number of lands you control.
When Lumra enters, mill four cards. Then return all land cards from your graveyard to the battlefield tapped.",*,*,"['Reach', 'Vigilance', 'Mill']",blb,Bloomburrow,16
Galewind Moose,6,"Flash
Vigilance, reach, trample",6,6,"['Reach', 'Vigilance', 'Trample', 'Flash']",blb,Bloomburrow,18
Rottenmouth Viper,6,"As an additional cost to cast this spell, you may sacrifice any number of nonland permanents. This spell costs {1} less to cast for each permanent sacrificed this way.
Whenever this creature enters or attacks, put a blight counter on it. Then for each blight counter on it, each opponent loses 4 life unless that player sacrifices a nonland permanent of their choice or discards a card.",6,6,[],blb,Bloomburrow,16
Wick's Patrol,6,"When this creature enters, mill three cards. When you do, target creature an opponent controls gets -X/-X until end of turn, where X is the greatest mana value among cards in your graveyard.",5,3,['Mill'],blb,Bloomburrow,12
"Byrke, Long Ear of the Law",6,"Vigilance
When Byrke enters, put a +1/+1 counter on each of up to two target creatures.
Whenever a creature you control with a +1/+1 counter on it attacks, double the number of +1/+1 counters on it.",4,4,['Vigilance'],blb,Bloomburrow,13
Eddymurk Crab,7,"Flash
This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
This creature enters tapped if it's not your turn.
When this creature enters, tap up to two target creatures.",5,5,['Flash'],blb,Bloomburrow,15
Huskburster Swarm,8,"This spell costs {1} less to cast for each creature card you own in exile and in your graveyard.
Menace, deathtouch",6,6,"['Menace', 'Deathtouch']",blb,Bloomburrow,18
